Time,Open,High,Low,Close,Volume
1636329600000,86130.9,91518.1,86068.0,91194.7,7.49977755
1636416000000,91139.3,92858.2,90479.8,91365.5,212.78735771
1636502400000,91290.5,94994.2,87026.9,89091.5,116.61484939
1636588800000,88972.5,90268.7,88017.1,89236.0,12.43585577
1636675200000,89132.0,90251.6,85832.5,88390.6,21.37787199
1636761600000,88206.1,88859.9,86945.0,88210.1,7.89368757
1636848000000,88373.7,89250.0,87124.4,89250.0,11.35725626
1636934400000,89583.0,90587.4,86772.1,87150.6,9.35328799
1637020800000,86707.0,86707.0,80291.2,82839.9,21.5548432
1637107200000,82701.4,84377.7,80999.9,83504.1,110.11972694
1637193600000,83349.8,84389.5,78043.1,78536.5,16.47376293
1637280000000,78522.0,80722.6,76917.0,80470.9,14.10638884
1637366400000,80544.0,82872.0,79708.0,82868.4,3.48564971
1637452800000,82549.6,82914.7,81233.7,81483.8,2.53908475
1637539200000,81233.8,81851.0,77200.0,78049.8,10.72452415
1637625600000,77872.9,80075.5,76917.0,80054.7,13.78180452
1637712000000,79928.7,79955.4,77890.9,79485.3,7.81911697
1637798400000,79630.4,82757.7,79295.7,82192.8,4.8476225
1637884800000,82375.7,82693.5,75113.6,75398.7,27.88698078
1637971200000,75684.2,78002.6,75476.7,76960.6,8.60356559
1638057600000,77005.0,80635.5,75577.4,80290.7,4.74052189
1638144000000,80419.4,82578.9,79534.3,81079.1,12.62979919
1638230400000,80841.3,82618.9,78973.0,79939.4,9.99335417
1638316800000,79879.2,82571.6,79254.3,80442.6,7.38866566
1638403200000,80580.0,80707.1,78611.8,79733.6,7.61678696
1638489600000,79763.4,81021.6,74100.0,76721.2,27.32615737
1638576000000,76663.8,76898.6,62442.3,70819.9,42.41208222
1638662400000,70982.6,72062.9,68653.9,70502.6,11.65772997
1638748800000,70793.7,72488.9,67205.8,71957.3,17.3006294
1638835200000,72084.1,73139.1,70716.9,71278.4,12.04890815
1638921600000,71255.2,71593.5,68626.4,70844.7,11.07308033
1639008000000,70869.1,71130.4,66542.1,66980.9,12.37622085
1639094400000,66990.8,70000.0,65901.9,66190.0,14.2948392
1639180800000,66143.0,69261.7,65535.3,69261.7,4.53844148
1639267200000,69277.2,70964.1,68222.9,70132.5,3.73297171
1639353600000,70143.2,70284.8,64455.0,65749.6,10.73601493
1639440000000,65591.0,68469.2,65348.7,68357.5,6.40418729
1639526400000,68015.8,69290.7,65663.7,68209.7,10.2356113
1639612800000,68371.6,68710.5,66413.9,66494.0,6.9908187
1639699200000,66504.1,70346.2,64000.0,64911.2,54.81688589
1639785600000,64775.3,66502.7,64214.0,65881.6,4.24376749
1639872000000,65869.6,71165.8,65391.9,66076.8,17.94317863
1639958400000,65859.8,66612.0,62733.6,66236.7,25.31984629
1640044800000,66202.1,69238.6,65927.3,68621.9,7.97877891
1640131200000,68614.3,69455.5,67441.1,67714.5,4.59875288
1640217600000,67357.2,70924.7,66699.9,70474.7,8.50120084
1640304000000,70496.8,71803.6,69974.7,70606.3,5.81067685
1640390400000,70457.2,70984.0,69945.6,70001.3,2.12726886
1640476800000,70000.0,71070.0,68596.1,70402.0,4.13045292
1640563200000,70466.6,72000.0,69980.6,70089.6,5.05705993
1640649600000,70093.0,70093.0,65741.5,66100.0,7.58469675
1640736000000,66020.4,66877.1,63881.3,64225.1,7.26160198
1640822400000,64333.3,66236.7,63705.2,65292.7,5.48884701
1640908800000,65192.0,67070.7,63000.0,63990.0,5.12648981
1640995200000,63844.8,66023.5,63745.0,65809.9,7.42894868
1641081600000,65914.9,66061.3,64482.3,65276.6,4.11771068
1641168000000,65236.0,65644.9,63762.8,64503.6,4.21599857
1641254400000,64729.4,65742.2,63389.5,63389.5,4.89673044
1641340800000,63499.0,64891.5,59260.0,60448.0,18.7954162
1641427200000,60271.3,60926.6,59459.2,60309.8,14.51851327
1641513600000,60287.1,60295.4,57069.5,57988.0,9.84946472
1641600000000,58051.6,59072.6,56746.4,58363.0,7.99818498
1641686400000,58315.1,59662.4,57741.7,58574.0,4.62611513
1641772800000,58510.0,58990.8,55571.9,58439.8,15.89656537
1641859200000,58375.6,59963.0,57825.8,59540.4,8.63757447
1641945600000,59486.6,60953.1,59000.1,60478.0,8.75904145
1642032000000,60477.9,60934.3,58381.5,58612.1,12.44492681
1642118400000,58551.2,60294.5,57782.8,59809.5,9.0228411
1642204800000,60008.6,60641.1,59464.9,59948.8,2.89169084
1642291200000,59889.4,60406.7,59350.0,59725.1,2.7231197
1642377600000,59779.0,59920.1,57928.3,58672.0,14.85816222
1642464000000,58737.0,59373.0,57602.7,59187.2,9.12340823
1642550400000,59086.0,59202.2,57400.0,57909.4,10.55631932
1642636800000,57922.9,59940.1,56357.2,56500.2,8.61503214
1642723200000,56454.0,57073.8,49728.1,50791.2,21.37888977
1642809600000,51065.4,51280.4,47545.4,48936.4,14.33951539
1642896000000,49041.1,50901.6,48419.6,50607.2,7.90022235
1642982400000,50533.2,52400.0,46450.5,51419.8,27.30223861
1643068800000,51343.5,52597.3,50155.1,51839.6,19.33347557
1643155200000,51862.6,54300.5,51206.2,51786.3,12.22953111
1643241600000,51936.9,52728.8,50376.4,52667.5,18.30585129
1643328000000,53005.8,54262.2,51923.6,54080.6,13.90467304
1643414400000,54017.8,55275.8,53589.3,54523.9,10.16718531
1643500800000,54688.8,55319.9,53515.4,54311.7,16.76751175
1643587200000,54162.9,54686.7,52300.0,54440.1,10.34081661
1643673600000,54473.1,55169.0,53692.1,54442.6,15.44912488
1643760000000,54360.8,54500.0,51536.5,51948.2,45.2124903
1643846400000,51855.8,52454.7,51122.0,52383.2,9.20357901
1643932800000,52354.8,58950.0,52077.5,58950.0,14.54816533
1644019200000,58799.7,59259.6,57714.5,58650.4,18.99521995
1644105600000,58662.3,60250.0,58528.8,60130.0,4.4728001
1644192000000,59954.0,62480.1,59115.4,61731.8,43.92924967
1644278400000,61731.9,63811.8,60138.5,61899.8,15.03200617
1644364800000,61890.3,62465.6,60500.0,61800.0,12.21392949
1644451200000,61800.0,63070.4,60490.6,60801.2,15.33923688
1644537600000,60781.3,61443.7,59027.1,59486.7,13.79477942
1644624000000,59575.8,60131.2,58691.2,59147.8,9.92727865
1644710400000,59348.0,59856.0,58850.0,59099.0,4.14941789
1644796800000,58967.0,60147.5,58500.0,59901.5,10.85344802
1644883200000,59733.1,62688.0,59593.1,62688.0,7.61674758
1644969600000,62485.0,62496.5,60763.1,61240.0,11.17532058
1645056000000,61044.2,61501.3,56000.0,56457.0,10.04853438
1645142400000,56418.0,57047.5,55237.4,55926.7,13.68898901
1645228800000,55814.2,56395.6,55433.2,56027.3,8.75326962
1645315200000,55995.5,56018.7,53000.0,53632.1,12.05506548
1645401600000,53664.7,54785.4,51409.6,51525.0,17.44757447
1645488000000,51706.9,53306.5,50714.9,53115.2,12.86080487
1645574400000,53093.7,53980.6,51356.9,51704.8,6.84393287
1645660800000,51658.4,55055.0,47870.1,53634.3,19.516019
1645747200000,53603.2,55000.0,52916.2,54296.9,9.51681741
1645833600000,54396.3,55698.0,53516.6,54211.8,3.27464122
1645920000000,54289.4,55310.3,51888.6,52572.9,22.15146034
1646006400000,52616.3,60637.0,52306.4,59634.8,10.86478266
1646092800000,59646.1,61876.4,59097.2,61307.8,18.45777995
1646179200000,61431.4,62090.6,59660.7,60371.8,17.21671052
1646265600000,60362.9,60558.8,57187.1,58028.0,15.62175745
1646352000000,58000.0,58100.1,52451.4,53180.0,9.2483193
1646438400000,53260.6,53885.1,52500.0,53659.3,6.17978988
1646524800000,53664.3,54062.4,51772.3,51980.0,10.47808498
1646611200000,51936.7,53738.6,50789.0,51837.8,11.13302256
1646697600000,51893.1,53991.3,51694.1,53239.1,7.60200565
1646784000000,53328.3,58251.4,53146.2,57451.8,11.93263228
1646870400000,57250.9,57548.8,52704.2,53652.4,12.58169497
1646956800000,53421.8,54871.4,52193.6,53175.8,7.09549942
1647043200000,53068.1,54070.4,53068.1,53303.6,9.26739005
1647129600000,53303.6,53909.4,51700.0,51757.4,8.10274827
1647216000000,51767.6,55359.9,51586.1,55131.5,21.1259334
1647302400000,55114.3,55430.3,53323.5,54654.5,27.27799735
1647388800000,54658.3,57943.6,53927.4,56550.6,22.61654575
1647475200000,56346.7,56655.2,55034.2,55622.7,12.06691758
1647561600000,55548.9,57000.0,54648.0,56481.6,6.79445659
1647648000000,56467.5,57241.9,56164.0,57058.3,5.5823936
1647734400000,57122.1,57163.6,55349.6,55700.2,5.44955332
1647820800000,55859.9,56246.0,54765.5,55575.2,4.61089539
1647907200000,55432.4,58460.3,55430.6,56782.6,9.65642908
1647993600000,56698.2,57302.5,56041.0,57263.2,5.7000832
1648080000000,57406.0,58856.9,57030.2,58453.9,19.28319269
1648166400000,58629.1,59999.9,58254.6,59263.4,15.01546025
1648252800000,59263.5,59798.3,58904.2,59505.6,6.48841524
1648339200000,59438.9,62564.2,58409.5,62338.0,10.4614347
1648425600000,62355.0,64380.2,62162.6,63051.7,7.95076572
1648512000000,62845.8,64172.9,62789.4,63265.8,7.56044894
1648598400000,63137.2,63411.9,62070.0,62816.2,11.49367349
1648684800000,62785.3,63363.1,60590.5,60707.2,6.47261192
1648771200000,60871.9,62294.2,59276.5,61805.5,5.2594863
1648857600000,61653.0,62926.6,61137.8,61254.6,5.38574513
1648944000000,61309.1,63290.9,60855.8,62082.3,4.06569542
1649030400000,62040.3,62154.6,60107.5,61908.7,11.07433737
1649116800000,61895.9,62089.9,59984.3,60351.2,10.32235364
1649203200000,60002.1,60175.5,57550.0,57550.0,12.55860108
1649289600000,57550.0,58665.0,57152.1,58207.7,8.27257415
1649376000000,58130.3,59131.1,56502.1,56731.6,9.13959371
1649462400000,56857.1,57568.5,56567.9,57568.5,9.86383062
1649548800000,57524.1,58154.6,56418.1,56661.1,3.82241782
1649635200000,56736.4,57014.4,53004.4,53344.4,12.82100661
1649721600000,53402.5,54598.7,52763.8,53788.8,14.27819517
1649808000000,53757.7,55812.3,53201.2,55307.4,13.43261098
1649894400000,55226.2,55764.2,53691.2,54046.9,9.73940566
1649980800000,54056.0,55273.3,53791.1,54938.2,6.9767392
1650067200000,54991.6,55132.5,54316.3,54849.7,2.52005573
1650153600000,54760.6,54906.9,53616.5,53770.7,4.18893069
1650240000000,53770.6,55883.3,52658.7,55616.6,9.09595845
1650326400000,55561.1,56549.8,55097.7,56262.0,6.53019233
1650412800000,56170.1,56864.1,55100.1,55645.8,5.91018124
1650499200000,55684.4,57684.6,54215.2,55148.6,12.65127882
1650585600000,54911.9,55899.8,54184.0,54951.7,7.6427027
1650672000000,54940.4,55164.2,54342.1,54599.4,2.49171857
1650758400000,54547.8,55103.5,54000.0,54569.6,2.76906103
1650844800000,54607.1,56555.6,53468.3,56354.6,3.88163444
1650931200000,56374.4,56684.3,52935.3,53274.7,10.98220962
1651017600000,53333.4,55309.7,53273.3,55018.7,13.83909983
1651104000000,55040.1,56700.0,54976.7,55910.7,6.78969608
1651190400000,55828.6,55956.1,53800.0,54680.3,11.33480249
1651276800000,54614.2,55035.1,53400.0,53423.6,6.29901381
1651363200000,53411.3,54813.0,53250.0,54362.7,3.33863045
1651449600000,54580.9,55484.5,54109.2,54879.8,7.93549108
1651536000000,54586.1,54633.7,53000.0,53219.0,12.3246292
1651622400000,53177.6,55222.3,53143.2,54808.5,9.86108183
1651708800000,54715.7,55108.4,50320.1,51349.2,15.50464489
1651795200000,51562.3,51562.3,50000.0,50951.0,12.3293151
1651881600000,50976.2,51072.8,49500.0,50356.9,2.46812676
1651968000000,50102.6,50214.1,47853.1,48242.2,9.92726757
1652054400000,48395.8,48873.1,43210.0,43254.9,25.56441203
1652140800000,43213.1,46804.7,42898.8,44670.1,27.75728352
1652227200000,44747.8,45801.7,39300.0,41584.6,30.62258492
1652313600000,41690.5,43372.0,37000.0,41460.7,36.36092513
1652400000000,41443.1,44751.6,41244.6,42100.3,13.78029732
1652486400000,42249.1,43565.8,41371.4,43385.0,10.66204584
1652572800000,43286.2,45065.8,42577.7,44991.7,1.5635477
1652659200000,44998.2,45021.7,41969.2,42718.1,11.98087379
1652745600000,42819.4,43623.4,42039.1,43310.3,16.39338479
1652832000000,43277.6,43570.9,41000.0,41040.4,12.5418365
1652918400000,41152.0,43032.2,41021.7,42898.5,8.63484734
1653004800000,42878.9,43553.8,40968.9,41509.1,9.84408652
1653091200000,41464.5,41926.8,41052.1,41805.6,3.01803397
1653177600000,41664.9,43062.2,41512.5,42850.9,6.28275581
1653264000000,42919.0,43062.9,40735.4,41075.7,11.01017718
1653350400000,41039.7,41794.3,40495.0,41714.0,10.88737558
1653436800000,41662.9,42478.5,41544.9,41695.0,12.34419639
1653523200000,41606.3,42208.3,39888.0,41204.0,14.81161644
1653609600000,41177.5,41270.0,39515.1,39952.0,8.87123116
1653696000000,39965.0,40698.5,39845.2,40650.0,2.82878862
1653782400000,40491.0,41127.7,40287.9,41031.0,3.97695679
1653868800000,41067.0,44573.5,40875.2,44117.1,15.83461213
1653955200000,43927.2,44950.0,43529.6,44386.0,9.8757755
1654041600000,44331.8,44391.2,40933.7,41514.9,10.46522745
1654128000000,41485.2,42190.1,41018.7,41902.1,10.27627829
1654214400000,41921.5,42233.8,40551.9,41180.1,10.88833208
1654300800000,41228.6,41492.8,40933.8,41404.7,2.14336915
1654387200000,41366.7,41780.7,41036.0,41540.7,1.61694455
1654473600000,41529.7,43922.8,41529.7,43646.8,10.34338881
1654560000000,43560.7,43617.7,40782.0,43160.0,14.98658773
1654646400000,43011.1,43272.4,41584.7,42074.0,10.65098371
1654732800000,42000.0,42647.0,41786.2,42172.7,39.57741328
1654819200000,42188.5,42433.6,40900.0,41214.5,21.19758239
1654905600000,41261.8,41736.6,39973.3,40333.8,6.53585886
1654992000000,40449.8,40495.9,37800.0,37806.2,8.0776978
1655078400000,37907.4,38280.0,31591.6,32315.0,59.08026777
1655164800000,32314.9,33370.0,30054.3,32221.8,26.61971903
1655251200000,32066.5,32532.1,29008.5,32160.6,34.99598305
1655337600000,32165.3,32559.2,28765.0,28951.0,15.50480731
1655424000000,28914.0,30403.9,28765.5,29588.2,26.04969143
1655510400000,29490.3,29820.8,25500.0,27493.5,31.52817981
1655596800000,27396.9,29906.6,25968.3,29515.0,16.93054351
1655683200000,29692.9,30099.4,28382.2,29494.1,27.04016484
1655769600000,29577.9,30993.1,29196.9,29798.4,19.93352573
1655856000000,29758.4,30068.8,28670.2,28943.8,24.54202527
1655942400000,28971.5,30674.2,28918.1,30554.0,14.01243195
1656028800000,30553.5,31007.4,30005.9,30780.0,12.5705422
1656115200000,30593.9,31062.0,30169.0,30986.3,21.36683793
1656201600000,30951.7,31456.1,30240.6,30240.9,7.67528617
1656288000000,30300.9,31056.2,29684.1,29929.3,15.07228968
1656374400000,29995.6,30476.0,29269.2,29274.5,10.20712063
1656460800000,29365.0,29558.6,28858.6,29230.1,15.96386953
1656547200000,29254.3,29300.0,27026.1,28768.0,36.6479302
1656633600000,28794.2,29982.0,28000.0,28270.4,16.96100018
1656720000000,28266.9,28389.8,27888.9,28180.5,9.02310355
1656806400000,28228.9,28684.6,27590.0,28304.4,5.42994864
1656892800000,28258.6,29478.9,27856.1,29425.4,12.76652743
1656979200000,29425.3,30474.1,28491.8,29714.6,12.83143672
1657065600000,29671.5,30393.9,29049.0,30287.0,12.07295348
1657152000000,30345.4,31910.9,29754.7,31578.1,11.43023073
1657238400000,31622.7,32655.5,31044.1,31426.7,30.62052463
1657324800000,31442.5,31893.9,31184.6,31510.1,5.37660407
1657411200000,31396.1,31401.7,30195.4,30474.3,4.08240049
1657497600000,30295.7,30630.6,29500.1,29700.5,15.19963905
1657584000000,29556.6,29795.1,28524.9,28588.9,25.5006611
1657670400000,28685.9,30083.0,28123.0,30083.0,17.12325574
1657756800000,30050.2,30842.5,29282.1,30471.3,15.12710846
